file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size|compression_ratio|peak_comp_mib|peak_decomp_mib|compressed_size_mib|plain_size_mib
real-einstein.de.txt|GC2|1298624826|6291456|3.337754|378430922|6291456|0.609199|7396082.000000|92758441|7.973487|1238.465143|360.899851|7.053453|88.461343
real-einstein.de.txt|GC4|1205999840|6291456|2.373426|192654880|6291456|0.244369|7137296.000000|92758441|7.694498|1150.131073|183.730011|6.806656|88.461343
real-einstein.de.txt|7zip|0|0|4.255200|0|0|0.112500|100107.000000|92758441|0.107922|0.000000|0.000000|0.095469|88.461343
real-einstein.de.txt|GCIS-ef|481567275|6291456|3.525300|574591589|6291456|0.298300|315918.000000|92758441|0.340581|459.258342|547.973241|0.301283|88.461343
real-einstein.de.txt|PlainSlp_32Fblc|1116560964|3512|17.343091|408728|5280|0.581120|1162775.000000|92758441|1.253552|1064.835514|0.389793|1.108909|88.461343
real-einstein.de.txt|PlainSlp_FblcFblc|1116560964|3512|17.343091|408728|5280|0.581120|912329.000000|92758441|0.983554|1064.835514|0.389793|0.870065|88.461343
real-einstein.de.txt|GCX-y8|834970268|6291456|4.453235|204455196|6291456|0.205807|18929220.000000|92758441|20.407005|796.289700|194.983669|18.052311|88.461343
real-einstein.de.txt|GCX-y16|804373990|6291456|4.363943|165395550|6291456|0.157324|10789062.000000|92758441|11.631353|767.110815|157.733488|10.289251|88.461343
real-einstein.de.txt|GCX-y32|780476554|6291456|4.264696|139701494|6291456|0.158333|9830498.000000|92758441|10.597955|744.320444|133.229727|9.375093|88.461343
real-einstein.de.txt|GCX-y64|764926371|6291456|3.908211|121232011|6291456|0.120362|8936179.000000|92758441|9.633818|729.490634|115.615855|8.522204|88.461343
real-einstein.de.txt|GCX-y128|760225462|6291456|3.834032|117275418|6291456|0.088083|13594998.000000|92758441|14.656346|725.007498|111.842554|12.965200|88.461343
real-einstein.de.txt|GC8|1160352692|6291456|2.121388|147869852|6291456|0.142968|8731580.000000|92758441|9.413246|1106.598560|141.019680|8.327084|88.461343
real-einstein.de.txt|GC16|1138921492|6291456|2.057780|128110676|6291456|0.106252|12162036.000000|92758441|13.111514|1086.160175|122.175861|11.598621|88.461343
real-einstein.de.txt|GC32|1131368260|6291456|2.021340|117719644|6291456|0.094275|13365244.000000|92758441|14.408655|1078.956852|112.266201|12.746090|88.461343
real-einstein.de.txt|GC64|1134882532|6291456|1.892526|118008800|6291456|0.089415|19448624.000000|92758441|20.966959|1082.308323|112.541962|18.547653|88.461343
real-einstein.de.txt|GC128|1149844644|6291456|1.913816|131328344|6291456|0.084969|35662760.000000|92758441|38.446916|1096.577305|125.244469|34.010658|88.461343
real-einstein.de.txt|bzip2|7532481|6291456|4.454900|3678601|6291456|1.150000|4010045.000000|92758441|4.323105|7.183534|3.508187|3.824277|88.461343
real-einstein.de.txt|CBT|237236224|0|0.000000|0|0|0.000000|417412.984500|92758441|0.450000|226246093.750000|0.000000|398076.042652|88.461343
